artist,album,track,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Manchester Orchestra,Fourteen Years Of Excellence,Anne Louise,130,33.15,53.84,68.46,56.22,130,12.31,89.23,72.31,56.15,24.62,16.92,9.23,0.77,5.38,0,1.54,7.69,15.38,6.15,0.77,13.08,9.23,1.54,5.38,0.77,23.85,2.31,2.31,3.85,0.77,1.54,1.54,11.54,0.77,10.77,3.85,0.77,3.85,3.08,0,0.77,1.54,7.69,4.62,2.31,2.31,2.31,0,0,0,0,0.77,11.54,3.85,0,0,0.77,0,0.77,7.69,0,0,0,0,0,0,0,0,10.77,0,0.77,0.77,3.85,5.38,3.08,0,0,0,0,0,0,0,1.54,0.77,2.31,0,0,0,0,0,0,0,3.85,10,1.54,1.54,6.92,1.54,0,0.77,2.31,8.46,0.77,5.38,0,0,0,0,0,12.31,0,0,0,0,6.92,5.38,0
Manchester Orchestra,Fourteen Years Of Excellence,Do You Really Like Being Alone,387,4.46,60.05,72.69,38.99,387,4.91,93.28,78.29,64.08,22.22,19.38,9.82,1.81,5.94,0.78,1.03,2.84,11.63,4.39,0.26,9.82,12.66,9.82,6.2,2.33,23,6.72,1.81,4.13,2.84,0.52,0.78,16.02,1.55,14.47,3.1,1.29,2.33,3.36,5.17,2.58,0,5.68,3.1,1.81,1.81,1.29,0.26,0,0,0,0.52,17.83,4.13,0.26,0,0.26,1.03,1.81,10.85,0.78,0,0.52,0.78,0,0,0,0,5.17,0.52,1.29,0.78,0.78,1.81,1.81,0.26,0,0,0,0,0,0,0.26,0.26,0.26,1.55,0,0.26,0,0,0,0.26,9.04,7.75,0.52,1.29,4.91,0.52,0.26,0.78,2.84,4.91,1.81,2.07,0.78,0,0.52,0.26,0,5.68,0,1.29,0,0,4.39,0,0
Manchester Orchestra,Fourteen Years Of Excellence,It's Okay With Me,294,1,1.28,99,29.39,294,4.76,97.62,90.14,69.39,32.65,23.81,16.67,0,6.12,0,0.34,8.84,7.14,3.74,0.34,12.93,16.33,6.8,8.16,4.08,27.55,7.48,0.34,0.68,0,0.68,0.34,16.33,0.68,15.65,4.08,2.04,3.06,1.36,0,5.78,0,0.68,0.68,0,0,0,0,0,0,0,0,8.16,0.68,0,0,0,0,0.68,7.14,0,0,0,0.34,0,0,0,0,0.68,0,0.34,0,0,0.34,0,0,0,0,0,0,0,0,0,2.04,0,0.68,1.7,0,0,0,0,0,17.01,8.84,0,2.04,6.8,0.68,0,0,2.72,2.04,14.97,1.02,9.18,0,9.18,0,0,17.69,2.04,3.06,0,0,12.59,0,0
Manchester Orchestra,Fourteen Years Of Excellence,Shake It Out (Alternate Version),213,3.58,6.39,90.52,2.07,42.6,8.92,97.18,85.92,68.54,26.29,17.37,12.21,0.47,4.69,0,0,8.92,12.68,4.69,0.94,10.8,16.9,5.16,3.29,4.23,30.52,6.57,5.63,2.82,1.41,0,1.41,17.37,3.76,13.62,3.29,1.88,5.16,0,0,3.29,0,4.69,0.94,3.76,1.88,0,1.88,0,0,0,0,10.33,2.35,0,0,0,0.47,0.47,6.1,0.94,0,0,0.94,0,0,0,0,2.35,0,0.94,0,0,1.41,5.16,1.88,0,0,0,0,0,0,1.88,1.88,0.47,0,0,0,1.88,0,0,0,12.68,12.21,0,0.94,6.57,2.82,0.47,2.35,4.23,7.04,11.27,0.94,0.47,0,0,0,0.47,23,1.41,8.45,1.88,0,6.57,4.69,0
Manchester Orchestra,HOPE,All That I Really Wanted,207,5.89,37.29,77.17,33.75,207,3.86,97.58,87.44,71.98,28.5,16.91,10.14,0.48,6.28,0,0,11.59,17.39,3.38,0,13.53,13.04,7.73,2.42,2.42,27.54,0.97,7.73,0.97,0.48,0,0.48,24.15,9.18,14.98,2.42,2.42,3.86,0,3.38,0.97,0,3.38,1.93,0.97,0,0,0,0,0,0,0.48,7.73,0.97,0,0,0.97,0,0,6.76,0,0,0,0,0,0,0,0,0.97,0,0,0,0.97,0,1.93,0,0,0,0,0.48,0,0.97,0,0.97,2.9,0,0,0,0,0,0.48,0,8.7,9.66,0,2.9,4.83,0.48,0,0.48,4.83,9.18,5.31,1.45,0,0,0,0,0,3.86,0,0.48,0,0,3.38,0,0
Manchester Orchestra,HOPE,Choose You,193,4.57,28.65,97.01,6.69,193,7.77,92.23,79.27,68.39,26.94,23.83,12.44,0.52,9.33,1.04,0,3.11,12.95,9.33,0,10.88,13.99,2.07,4.66,11.4,23.32,1.04,1.04,5.18,0.52,3.63,1.04,11.92,1.04,9.84,6.22,0.52,0,0,0.52,2.07,0,2.59,0.52,2.07,0.52,0,0.52,0,0,0.52,0,17.1,3.11,0,0,0,0,1.55,13.99,0,0,0,3.63,1.55,0,0.52,1.04,2.07,0,0.52,0,0.52,1.04,0,0,0,0,0,0,0,0,0,0.52,0,0,0.52,0,0,0,0,2.59,8.29,8.29,0,1.55,5.7,0.52,0,0,1.55,6.22,8.81,3.63,0,0,0,0,0,18.13,0,7.77,0,0,10.36,0,0
Manchester Orchestra,HOPE,Cope,165,8.65,14.16,99,28.32,82.5,8.48,96.97,84.24,64.85,24.24,13.94,9.09,2.42,1.82,0,0.61,10.3,14.55,5.45,1.21,11.52,9.7,7.88,7.27,2.42,26.67,2.42,3.64,2.42,2.42,0,0,18.18,4.24,13.94,3.03,1.21,3.64,4.24,0.61,3.03,0.61,4.24,2.42,1.82,3.03,2.42,0.61,0,0,0.61,0,6.06,1.21,0.61,0,0.61,0,0,4.85,0,0,0,0,0,0,0,0,1.21,0,0.61,0,0.61,0,1.21,0.61,0,0,0.61,0,0,0,0,0,3.03,0,0.61,0,0,0,0.61,0,10.3,19.39,1.82,5.45,15.76,3.03,0,0,5.45,2.42,8.48,3.64,0,0,0,0,0,7.27,1.82,1.82,0,0,3.64,0,0
Manchester Orchestra,HOPE,Every Stone,141,5.56,44.25,99,53.17,141,4.26,94.33,87.94,68.09,24.11,11.35,4.26,0.71,5.67,0,0,12.77,7.8,3.55,0,18.44,19.86,5.67,4.26,5.67,39.72,0,2.84,1.42,0.71,0,0.71,19.86,6.38,13.48,2.13,2.13,2.13,4.96,0,4.26,0,2.13,2.13,0,0,0,0,0,0,0,0,12.77,3.55,0.71,0.71,0,0,1.42,8.51,0,0,0,0,0,0,0,0,1.42,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0.71,2.84,28.37,0,12.06,16.31,0,0,0,3.55,15.6,15.6,1.42,0,0,0,0,0,21.99,0,7.8,0,0,14.18,0,0
Manchester Orchestra,HOPE,Girl Harbor,237,4,18.76,91.65,20.23,237,8.86,97.89,83.97,64.98,26.58,21.52,13.08,0,7.59,0.42,0.42,5.06,10.55,4.22,0,11.39,8.86,7.59,6.75,5.49,24.89,5.06,3.38,1.69,1.27,0.42,0,23.63,2.53,20.25,7.17,1.27,5.49,1.27,0.84,3.38,0,1.69,0.84,0.84,0.84,0,0.84,0.42,0,0,0,16.88,6.33,0.84,0,0,0,5.06,10.13,0,0.42,0.42,0.42,0,0,0,0,0.84,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,1.69,2.95,0,0.42,0,0,0,0,1.69,10.97,7.59,0.42,0.84,4.22,0.84,0.84,0.42,2.95,1.27,8.44,0,0,0,0,0,0,6.33,0,1.27,0,0,5.06,0,0
Manchester Orchestra,HOPE,Indentions,88,14.21,1.08,99,NA,29.33,19.32,90.91,72.73,55.68,22.73,15.91,12.5,0,2.27,0,1.14,6.82,7.95,4.55,0,10.23,11.36,3.41,0,7.95,25,2.27,4.55,3.41,0,1.14,2.27,18.18,3.41,14.77,4.55,5.68,1.14,3.41,1.14,0,0,0,0,0,0,0,0,0,0,0,0,5.68,1.14,0,0,0,0,1.14,4.55,0,0,0,0,0,0,0,0,3.41,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,13.64,1.14,5.68,5.68,2.27,0,0,5.68,4.55,4.55,6.82,0,0,0,0,0,18.18,3.41,0,1.14,0,9.09,4.55,0
Manchester Orchestra,HOPE,See It Again,261,5.28,1,99,15.91,261,6.51,96.17,82.76,64.75,17.24,9.58,7.66,1.15,0.77,0,0,7.66,13.03,4.21,0,16.48,10.34,14.94,4.98,11.11,29.89,3.83,2.3,1.92,1.15,0.38,0.38,24.52,9.2,15.33,5.75,1.15,1.53,3.07,1.53,5.75,0,0.38,0,0.38,0,0,0,0,0,0,0,6.51,3.83,0,0,0.38,0,2.68,2.68,0,0,0,0,0.38,0,0,0.38,1.53,0,0.77,0,0.77,0,3.07,0,0,0,0,0,0,0,0.38,0.77,0,0.77,0,0,0,0.38,0.38,0,15.71,10.73,0.38,1.15,3.83,4.6,0,1.15,9.96,5.36,5.75,8.05,0,0,0,0,0,9.58,0,0.38,0,0,9.2,0,0
Manchester Orchestra,HOPE,The Mansion,173,5.58,53.87,81.8,3.43,173,8.09,94.8,76.88,60.69,27.75,17.92,8.09,2.31,3.47,2.89,0.58,9.83,16.18,8.09,0,6.94,8.67,6.36,4.62,5.2,20.23,4.05,1.73,3.47,2.89,0,0.58,20.81,4.62,16.18,5.78,2.31,2.31,3.47,1.73,4.05,1.73,2.31,0,2.31,0,0,0,0,0,0,0,19.65,5.78,0.58,0.58,0,1.73,2.89,13.87,0.58,0,0.58,5.2,0,0,0,0,1.16,0,0,0,0,1.16,1.73,0,0,0,0,0,0,0,0.58,0,0.58,0.58,0,0,0,0,0,0,6.94,10.4,0,1.16,6.36,2.31,0,0,2.89,8.09,5.78,1.16,0.58,0,0,0.58,0,8.67,0,1.73,0,0,5.78,1.16,0
Manchester Orchestra,HOPE,The Ocean,115,17.87,14.97,94.54,61.25,57.5,4.35,93.04,78.26,62.61,25.22,13.04,8.7,0.87,3.48,0,0,12.17,20.87,9.57,1.74,12.17,10.43,7.83,2.61,4.35,24.35,2.61,2.61,2.61,0.87,0.87,0.87,9.57,3.48,6.09,3.48,1.74,0.87,0.87,0,0.87,0,5.22,3.48,0.87,1.74,1.74,0,0,0,0,0.87,11.3,6.09,0,0,0,0,2.61,5.22,0,0,0,0,0,0,0,0,5.22,0,0.87,2.61,0,1.74,4.35,0.87,0,0,0,0,0,0,2.61,0,0.87,0,0,0,0,0,0,0,11.3,9.57,0,2.61,6.96,0,0,0.87,5.22,1.74,13.04,3.48,0,0,0,0,0,16.52,0,6.96,0.87,0,8.7,0,0
Manchester Orchestra,HOPE,Top Notch,184,9.71,49.76,74.45,6.28,92,8.7,94.02,78.26,64.67,22.83,8.7,2.72,2.17,1.63,1.09,1.09,14.13,19.57,4.35,2.17,12.5,8.15,7.07,8.15,4.35,20.65,1.09,7.07,4.35,2.72,1.63,0,22.83,9.24,13.59,5.98,3.26,1.63,1.63,1.09,2.72,0,1.63,0,1.63,0.54,0,0.54,0,0,0,0,9.78,2.17,0,0,0,0.54,1.09,7.61,0.54,0,0,1.63,0,0,0,0,1.63,0,0.54,0,0,1.09,2.72,1.09,0.54,0,0,0,0,0,0.54,0,0,1.09,0,0,0,0,0,1.63,5.43,12.5,1.63,1.09,8.15,2.17,1.09,0,3.8,3.26,7.07,1.09,0,0,0,0,0,5.98,0,0,0,0.54,4.35,1.09,0
Manchester Orchestra,HOPE,Trees,257,31.39,58.59,29.64,4.78,257,8.56,99.22,89.88,54.47,23.74,21.79,12.06,0,9.34,0,0.39,1.95,3.89,0.78,0,15.95,3.11,5.45,5.84,1.56,29.96,3.5,3.5,1.17,0,0.78,0.39,22.57,0,22.57,5.84,1.56,12.84,0.39,0,2.33,0,3.5,0.78,2.72,1.95,0.78,1.17,0,0.39,0,0,12.45,2.72,0,0,0,0,2.33,9.73,0,0,0,0,0,0,0,0,0.39,0,0,0,0.39,0,5.84,0.39,0,0,0.39,0,0,0,0,0.78,11.67,1.17,1.17,0,0,0,0.39,0,7.39,7.78,0,2.72,1.95,0.39,0,2.72,3.11,13.23,5.06,2.72,7,0.78,1.56,4.67,0,8.17,0,5.06,0,0,2.33,0.78,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Alice and Interiors,240,1,71.38,71.5,15.56,24,5,96.67,88.75,67.5,26.25,20.42,10,1.25,9.17,0,0,5.83,14.17,6.67,0,7.08,20.83,7.92,4.58,3.75,30.42,8.75,1.25,3.33,1.67,1.67,0,14.58,6.67,7.92,1.67,1.67,1.67,1.25,0.42,2.08,0,7.92,3.33,3.75,2.08,0.83,1.25,0,0,0,0.83,17.92,6.25,1.25,0.42,0,2.5,1.67,11.67,0,0,0.42,0.83,0.42,0,0,0.42,2.08,1.25,0,0,0,0.83,1.67,0.42,0,0,0,0,0,0,0.83,1.25,0,0.42,0,0,0.42,0,0,0.83,6.25,8.33,0.83,1.25,2.5,0.83,2.92,1.67,5.42,4.58,11.25,2.5,2.92,0.83,1.67,0.42,0,15.42,2.92,2.08,0.83,0,9.58,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Colly Strings,318,15.63,65.98,50.86,43.68,159,12.58,88.36,74.21,59.75,22.96,16.35,6.92,1.89,7.23,0.31,0,6.6,16.04,6.6,1.89,11.95,10.38,5.66,5.97,3.46,21.38,5.03,2.2,3.46,1.89,0.94,0.63,12.58,1.26,11.32,1.57,0.63,2.52,2.2,0.31,3.77,0,6.6,4.09,2.52,1.89,0.94,0.63,0.63,0,0,0,12.89,3.46,0.31,0.31,0,0,1.57,9.43,0,0,0.31,0,0.31,0.31,0,0,5.03,1.57,1.57,0.63,0.63,0.63,5.03,0.94,0.63,0,0,0.31,0,0,0.31,0,0.31,0.94,0,0,0,0,0.63,0,4.72,10.06,0,1.89,4.72,3.14,0.31,0.63,2.2,5.03,8.18,1.89,0.63,0,0.63,0,0,14.78,0,6.92,0.31,0,6.92,0.63,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Don't Let Them See You Cry,97,5.96,90.32,84.49,34.77,97,6.19,88.66,76.29,60.82,26.8,22.68,9.28,1.03,8.25,0,4.12,4.12,10.31,5.15,0,10.31,2.06,8.25,14.43,1.03,15.46,2.06,1.03,7.22,4.12,1.03,2.06,4.12,0,4.12,1.03,1.03,0,0,0,2.06,0,3.09,2.06,1.03,2.06,1.03,1.03,0,0,1.03,0,23.71,9.28,0,0,0,0,5.15,13.4,0,0,0,0,0,0,0,0,1.03,1.03,0,0,0,0,4.12,1.03,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,3.09,6.19,9.28,0,2.06,5.15,3.09,0,0,4.12,1.03,3.09,1.03,1.03,1.03,0,0,0,3.09,0,0,0,0,3.09,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Golden Ticket,205,4.1,16.2,93.2,66.36,68.33,11.71,91.22,77.56,59.51,26.83,16.1,11.22,1.95,2.93,0,0,10.73,17.56,5.37,0.49,7.32,7.8,9.76,5.37,2.44,20.98,4.39,2.93,4.39,2.44,1.46,0.49,14.63,2.93,11.71,3.41,2.44,0.98,0.98,1.95,1.95,0,6.83,4.88,1.95,0.98,0.98,0,0,0,0,0,14.15,8.78,2.44,1.46,0,1.46,1.46,5.85,0.49,0,0,0.49,0,0,0,0,1.46,0,0.49,0,0.49,0.49,0.98,0,0,0,0,0,0,0.49,0,0,0.49,1.95,0.49,0.49,0,0.49,0,0,8.29,6.34,1.95,0.98,2.44,0.49,0.49,0,7.32,6.83,4.39,4.88,0.98,0,0.98,0,0,11.71,2.93,2.93,0.49,0,3.41,1.95,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,I Can Barely Breathe,242,1.96,77.16,99,6.16,48.4,11.57,91.32,77.27,59.09,24.38,19.01,8.68,4.13,4.55,0,1.65,5.37,11.16,6.2,0,6.2,11.16,8.26,11.16,1.24,25.21,4.96,1.24,4.13,4.13,0,0,19.83,2.48,17.36,4.96,4.55,3.31,3.72,0,3.72,0,1.65,0,1.65,0,0,0,0,0,0,0,14.88,3.31,0,0,0,1.24,1.65,11.57,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0,4.55,0.41,0,0,0,0,0,0.41,2.07,0,0,0.83,0,0,0,0,0.41,0,6.61,17.77,1.24,7.02,7.85,2.89,0.41,0.41,7.02,7.85,5.79,0.41,0.83,0.83,0,0,0,14.46,0,2.48,1.65,0,8.68,1.65,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,I Can Fell Your Pain,145,20.17,36.1,92.88,20.23,72.5,8.28,97.24,77.24,64.14,28.28,22.07,13.1,1.38,6.21,0.69,0.69,6.21,19.31,2.76,0,15.86,7.59,2.07,6.9,1.38,17.24,4.83,0.69,2.76,2.07,0.69,0,15.17,3.45,11.72,2.07,2.07,3.45,0.69,0,3.45,0,7.59,3.45,3.45,3.45,0.69,2.76,0.69,0,0,0.69,15.17,5.52,0,0.69,0,0.69,2.76,10.34,0.69,0,0.69,0.69,0,0,0,0,2.07,0,0,0,0,2.07,10.34,2.07,2.07,0,0,0,0,1.38,1.38,0,0,1.38,0,0,0,0,2.07,0,6.21,16.55,0.69,2.76,8.28,1.38,0,4.14,0.69,7.59,4.83,1.38,0,0,0,0,0,5.52,0,2.76,0.69,0,2.07,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Now That You're Home,210,1,67.92,80.49,78.85,42,2.86,98.1,81.9,62.86,27.14,19.05,9.52,2.38,7.14,0,0,8.1,11.43,0.95,0,8.57,21.43,9.05,5.71,3.81,33.81,7.62,1.43,6.19,2.38,2.38,1.43,11.9,0.95,10.95,0.48,0.48,6.19,2.38,0,2.86,0,9.52,6.67,2.86,4.29,2.38,1.9,0,0,0,0,16.19,4.76,1.9,0,0,0.95,0.48,11.43,0,0,0,1.9,0,0,0,0,4.76,0,2.86,0.48,0,1.43,1.9,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,13.81,16.19,0.48,2.86,5.71,4.76,0.48,1.9,7.62,5.24,14.29,4.29,1.9,1.9,0,0,0,19.05,0,5.71,1.9,0,11.43,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Sleeper 1972,129,39.25,91.66,93.24,6.71,129,6.98,96.12,76.74,58.14,23.26,20.16,8.53,0,4.65,6.98,0,3.1,15.5,5.43,0,15.5,3.88,9.3,4.65,0,17.83,4.65,3.88,3.88,2.33,0,1.55,6.98,1.55,5.43,2.33,0,0,0,1.55,1.55,0,3.88,0.78,2.33,3.1,0,2.33,0,0,1.55,0,21.71,4.65,0,0,0,0,3.1,16.28,2.33,0,7.75,3.1,0,0,0,0,4.65,0,1.55,0,1.55,1.55,9.3,0,0,0,0,0,0,0.78,1.55,0,0,0,0,0,0,0,0,0,8.53,20.93,0.78,2.33,12.4,3.1,0.78,0.78,6.2,5.43,6.98,0,0,0,0,0,0,4.65,0,0.78,0.78,0,2.33,0.78,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,The Neighborhood Is Bleeding,153,11.09,9.11,88.85,39.24,30.6,14.38,89.54,75.82,61.44,20.26,16.99,11.11,0,3.27,0.65,1.96,3.27,10.46,5.23,1.31,12.42,15.03,5.23,7.19,2.61,24.84,4.58,2.61,0,0,0,0,22.22,4.58,17.65,4.58,3.27,5.23,3.27,0,3.27,0,3.92,2.61,1.31,1.31,0.65,0.65,0,0,0.65,0,6.54,0,0,0,0,0,0,6.54,0,0,0.65,0,0,0,0,0,1.31,0,1.31,0,0,0,4.58,0.65,0.65,0,0,0,0,0,1.31,0.65,0,1.31,0,0,0,0,0,0,8.5,11.11,0.65,0,6.54,1.31,1.31,0,5.23,3.27,11.11,1.96,0,0,0,0,0,16.34,0,6.54,2.61,0,7.19,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Where Have You Been,233,1.13,74.34,93.82,32.1,233,6.44,98.28,83.26,67.38,28.76,21.46,11.16,0,8.58,0.86,0.86,7.3,8.58,2.15,0.43,11.16,17.17,8.15,4.72,1.29,30.04,1.72,3.86,0.43,0,0,0.43,9.87,2.15,7.73,0.86,3,2.15,2.15,0,0.43,0,0.86,0.86,0,0,0,0,0,0,0,0,12.45,1.72,0,0,0,0,1.29,10.3,0,0,0,0.86,0,0,0,0,7.73,0.43,0.43,0,0,6.87,2.58,0.43,0.43,0,0,0,0,0,0.43,0,0.43,3.43,0,0,0,0,0,0,10.3,15.45,1.29,3,10.3,2.58,0.43,0,3.86,8.58,3.86,2.15,0.43,0,0,0.43,0,14.59,0,6.87,0,0,7.73,0,0
Manchester Orchestra,I'm Like a Virgin Losing a Child,Wolves at Night,260,4.03,49.21,24,6.78,86.67,10,88.85,75.77,60.38,29.62,21.54,13.46,0,7.31,0.77,0,8.08,9.23,3.08,0,10.77,13.85,4.23,4.23,1.54,25.77,2.69,0.77,6.15,1.15,3.85,1.15,15,1.92,13.08,0.77,2.31,5.77,3.46,0.77,0.77,0,3.08,0.77,2.31,1.92,0,1.92,0,0,1.92,0,15,5,0,0,0,0,1.92,10,0.77,0,1.54,0,0.38,0,0.38,0,1.15,0.38,0.38,0,0,0.38,3.08,0,0,0,0,0,0.38,0,0,0,0,1.54,0,0,0,0,0.38,0,5,5.77,0,0.77,2.69,2.31,0.38,0,2.31,5.38,3.46,3.08,1.54,0.77,0.77,0,0,18.85,0,8.08,0.77,0,6.92,3.08,0
Manchester Orchestra,Mean Everything To Nothing,100 Dollars (Album Version),108,1.78,45.54,59.49,99,108,9.26,96.3,87.04,67.59,27.78,22.22,13.89,0,8.33,0,0,5.56,10.19,3.7,1.85,9.26,12.96,8.33,6.48,1.85,20.37,10.19,4.63,0.93,0,0.93,0,13.89,2.78,11.11,3.7,1.85,4.63,0,0,0.93,0,9.26,8.33,0.93,0.93,0,0.93,0,0.93,0,0,12.96,3.7,0.93,0,0,0,2.78,9.26,0,0,0.93,0,0,0,0,0,3.7,0,1.85,0,1.85,0,0.93,0,0,0,0,0,0,0.93,0,1.85,1.85,0,0,0,0,0,0,0,4.63,6.48,0,0,4.63,0.93,0,0.93,0.93,4.63,12.04,0,0,0,0,0,0,11.11,0,5.56,0,0,4.63,0.93,0
Manchester Orchestra,Mean Everything To Nothing,Everything To Nothing (Album Version),141,1,1,98.71,41.11,141,14.18,96.45,88.65,73.76,32.62,21.99,12.06,1.42,7.09,1.42,0,10.64,7.8,4.96,0.71,10.64,11.35,7.8,5.67,9.93,28.37,3.55,1.42,2.13,2.13,0,0,25.53,8.51,17.02,3.55,0,0.71,0.71,0.71,7.09,0,2.84,2.13,0.71,0,0,0,0,0,0,0,9.22,2.84,0,0,0.71,0,2.13,6.38,0.71,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,7.8,7.8,0,1.42,3.55,2.13,0.71,0.71,4.96,3.55,11.35,2.13,0.71,0,0.71,0,0,12.77,0,2.84,0,0,8.51,1.42,0
Manchester Orchestra,Mean Everything To Nothing,I've Got Friends (Album Version),331,4.06,5.82,97.23,11.09,331,6.34,98.49,87.92,63.44,32.63,25.08,16.62,0,3.63,0,4.83,7.55,10.88,4.53,0.6,9.67,8.46,3.63,5.14,3.93,31.12,1.51,4.83,3.63,2.42,0.91,0.3,23.56,3.93,19.64,6.65,2.11,8.46,0.6,0,2.72,0,1.51,0.3,1.21,0.3,0,0,0,0,0,0,12.69,1.81,0,0,0,0,1.81,10.88,0,2.42,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0.6,0,0,0,0,0,0,0,0,2.42,5.14,2.72,0,0,0,0,0,0,14.2,9.97,0,0.3,8.76,0.3,0.3,0,2.11,5.14,3.63,1.51,0.3,0,0,0.3,0,10.57,0,3.02,0,0,6.95,0.6,0
Manchester Orchestra,Mean Everything To Nothing,I Can Feel a Hot One (Album Version),302,26.52,11.54,88.84,34.17,75.5,9.27,92.38,80.79,62.25,21.52,15.89,11.59,0,3.97,0.33,0,5.63,16.23,8.28,0.99,11.92,10.93,4.97,5.96,1.66,24.17,7.28,4.3,1.32,0.33,0.33,0.66,13.25,0.99,12.25,4.3,1.32,3.64,0.99,0.33,2.32,0.33,5.3,2.98,1.99,2.32,0.66,1.66,0.99,0,0.66,0.33,8.94,2.98,0,0,0,0.33,2.32,5.63,0.33,0,0.66,0.99,0,0,0,0,1.32,0,0.33,0,0,0.99,3.97,0.66,0.33,0,0,0,0,0,0,0.99,0.99,0.99,0,0.99,0,0,0,0,6.29,11.26,0,0,5.63,0.99,1.99,2.65,4.97,9.27,3.97,1.99,0.66,0,0.66,0,0,5.63,0,1.66,0.99,0,2.98,0,0
Manchester Orchestra,Mean Everything To Nothing,In My Teeth (Album Version),254,1,51.8,90.04,37.19,63.5,4.72,97.24,89.76,62.2,24.8,15.35,6.3,4.33,3.94,0.79,0,9.45,7.87,3.15,0.39,6.3,9.84,13.78,8.27,6.69,29.53,5.91,0.79,4.72,4.33,0.39,0,17.72,3.94,13.78,3.15,0.79,5.51,0.79,2.36,2.36,0,3.15,1.97,0.79,0.39,0.39,0,0,0,0,0.39,10.63,1.18,0,0,0,0,1.18,9.45,0,0,0,1.57,0.79,0,0.79,0,1.57,0,0,0,0,1.57,2.76,0,0,0,0,0,0,0,0.39,3.94,0.79,0,0,0,0,0,0,0,14.17,9.45,0,3.54,7.48,1.57,0,0.39,8.66,4.72,9.06,3.54,5.12,1.57,3.54,0,0,11.81,0,5.12,1.18,0,5.51,0,0
Manchester Orchestra,Mean Everything To Nothing,"Jimmy, He Whispers (Album Version)",265,7.19,95.87,26.85,49.04,265,13.96,92.08,75.85,60.38,22.26,14.34,3.77,4.91,3.02,2.64,0,7.92,17.74,8.3,0,9.43,13.58,6.42,10.19,1.13,21.89,10.57,1.13,8.68,7.92,0.38,0.38,12.08,0.75,11.32,3.4,1.13,2.26,1.13,0,3.4,0,5.66,3.77,1.89,2.64,1.13,1.51,1.13,0.38,0,0,17.74,3.4,0,0,0.38,0,2.64,13.58,3.02,0,0,5.66,0,0,0,0,2.26,0.75,0,0,0,1.51,3.02,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.38,0,3.4,9.81,0.75,0.75,4.91,1.13,1.89,0,3.4,2.26,12.08,1.89,3.77,0,3.4,0.38,0,13.58,0,0.38,0,0,10.94,2.26,0
Manchester Orchestra,Mean Everything To Nothing,My Friend Marcus (Album Version),128,1,23.51,86.58,20.23,128,13.28,95.31,78.13,63.28,28.91,23.44,11.72,0.78,7.03,3.91,0,5.47,12.5,2.34,0,6.25,9.38,8.59,4.69,5.47,27.34,3.13,3.91,3.91,3.13,0.78,0,28.91,7.03,20.31,7.81,0.78,4.69,1.56,0,2.34,0,3.91,1.56,1.56,2.34,1.56,0.78,0,0,0.78,0.78,10.94,1.56,0.78,0,0,0,0,9.38,2.34,0,0,6.25,0,0,0,0,3.13,0,2.34,0.78,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,1.56,14.84,9.38,0,1.56,3.91,2.34,0,0.78,5.47,1.56,21.09,0,0.78,0,0,0,0.78,7.81,0,2.34,0,0,4.69,0.78,0
