artist,album,track,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
All Get Out,All Get Out,01 Coach Connor,145,39.7,3.55,86.26,63.69,145,5.52,91.72,80,62.76,11.72,8.28,8.28,0,0,0,0,3.45,21.38,8.97,4.83,11.03,7.59,13.79,5.52,1.38,17.24,8.28,11.72,2.76,1.38,1.38,0,13.1,6.21,6.9,2.07,0.69,2.07,1.38,0,1.38,0.69,3.45,2.76,0,2.76,2.76,0,0,0,0,0.69,3.45,0.69,0,0,0,0,0,1.38,0,0.69,0,0,0,0,0,0,5.52,0,3.45,0.69,0.69,0.69,0.69,0,0,0,0,0,0,0,0,0,0.69,0.69,0,0,0,0,0,0,11.03,11.72,0,1.38,7.59,1.38,0,1.38,5.52,4.14,4.14,0.69,0,0,0,0,0,4.14,0,0.69,0,0,3.45,0,0
All Get Out,All Get Out,02 Come My Way,933,51.46,65.94,73.28,42.47,93.3,8.25,84.24,65.49,51.02,17.36,13.61,6.65,2.68,3.75,0.43,0.11,3.75,13.61,5.89,1.93,13.5,7.4,4.07,4.39,2.25,17.26,4.39,5.04,4.72,3.54,0.75,0.54,9.86,2.25,7.5,1.71,0.64,1.29,1.07,0.21,3.32,0.11,5.57,3.43,1.93,1.07,0.21,0.64,0.11,0.21,0.11,0,13.83,4.18,0.64,0.11,0.43,0,2.25,10.18,0.54,0.21,0.43,1.82,0.54,0.32,0,0.21,4.18,2.47,0.11,0.96,0.54,0.21,3,0.21,0.11,0.11,0,0,0,1.71,0.32,0.54,0.54,2.25,0.21,0,0,0.21,0.64,0.21,12.33,9.54,0.32,2.89,5.57,0.96,0.54,0.21,3.11,0.75,5.89,2.89,1.61,1.5,0.11,0,0,10.4,0.86,4.29,0.54,0.11,4.5,0.11,0
All Get Out,All Get Out,03 Water And God,157,19.24,29.47,99,99,157,14.01,97.45,75.8,52.87,14.01,9.55,6.37,3.18,0,0,0,4.46,12.74,5.1,1.91,11.46,11.46,7.01,9.55,2.55,22.93,9.55,9.55,7.64,6.37,1.27,0.64,16.56,4.46,12.1,3.18,1.91,1.91,3.18,0,2.55,0,10.19,8.28,0.64,3.18,1.91,0.64,0,0,0,0.64,11.46,4.46,2.55,0,0,0,0,7.01,0,2.55,0,0,0,0,0,0,4.46,1.27,1.91,0,0,1.27,3.82,0.64,0,0,0,0,0,0.64,0,0,0.64,2.55,0,1.27,0,0,0,0,15.29,13.38,0,4.46,7.64,0.64,0,1.27,12.1,0,11.46,2.55,1.91,0,0,1.91,0,9.55,0,1.91,0,0,7.64,0,0
All Get Out,All Get Out,04 Like A Child,159,43.04,75.68,76.01,59.71,79.5,5.03,93.08,74.21,54.09,15.09,8.81,2.52,0.63,5.66,0,0,6.29,13.21,5.66,1.89,14.47,7.55,5.66,8.18,2.52,22.01,6.92,2.52,2.52,1.26,0.63,0.63,13.84,0.63,12.58,5.03,0,1.89,1.89,0.63,3.14,0,7.55,5.03,2.52,3.77,1.89,1.89,0,0,1.26,0,13.84,3.14,0,0,0.63,0,1.26,8.18,0,0.63,0,0,0,0,0,0,0.63,0,0,0,0,0.63,5.66,0,0,0,0,0,0,0,0.63,0,0.63,1.26,0,0,0,0,0,0,13.21,11.95,0.63,2.52,6.29,1.26,0,1.89,4.4,3.77,5.66,1.26,0.63,0,0,0.63,0,6.29,1.89,0,0,0,4.4,0,0
All Get Out,All Get Out,05 The E.C.,110,37.08,14.16,99,47.86,55,5.45,96.36,68.18,51.82,19.09,10.91,10,0,0.91,0,0,8.18,10.91,2.73,0,14.55,9.09,7.27,0.91,1.82,23.64,2.73,2.73,0,0,0,0,11.82,4.55,7.27,2.73,0.91,0.91,0,0,1.82,0,1.82,1.82,0,0,0,0,0,0,0,0,11.82,5.45,1.82,2.73,0,0,1.82,7.27,5.45,0,0.91,0,0,0,0,0,2.73,0,0,0.91,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,20,15.45,0.91,8.18,7.27,0.91,0,0,17.27,1.82,8.18,1.82,1.82,0,0.91,0.91,0,22.73,5.45,9.09,0,0,8.18,0,0
All Get Out,All Get Out,06 Wasting All My Breath,199,4.69,98.15,25.98,1.73,28.43,6.03,90.95,76.38,61.81,26.13,15.58,5.03,1.01,8.04,1.51,0,10.55,13.57,5.53,0,11.06,10.55,10.05,8.04,0.5,19.1,6.53,4.02,5.03,3.02,0,2.01,11.06,3.52,7.54,2.01,4.02,0.5,1.51,0,0.5,0,6.03,1.51,4.52,1.01,0,1.01,0,0.5,0.5,0,19.6,6.53,2.01,0,0,3.52,2.01,12.56,1.51,0,3.02,0,0,0,0,0,2.01,0,0,0,0.5,1.51,3.02,0.5,0,0,0,0.5,0,0,1.01,0,0,4.52,0,0,0,0,0,0,7.54,8.04,0,1.01,5.53,0.5,0,1.01,2.51,3.02,4.52,2.01,1.51,1.51,0,0,0,12.56,0,2.01,3.02,0,6.53,1.01,0
All Get Out,All Get Out,"07 Three More, I Guess",182,85.25,36.91,93.28,85.37,182,7.69,95.05,81.87,64.84,13.74,6.04,2.75,0.55,1.65,0,1.1,7.69,30.77,7.69,5.49,17.58,4.4,2.75,5.49,1.65,11.54,9.34,20.33,1.1,0.55,0,0.55,13.19,7.14,6.04,2.2,0.55,0.55,1.1,0,2.75,0,4.4,4.4,0,2.2,2.2,0,0,0,0,0,8.24,3.85,0,1.1,0,0.55,1.65,4.4,0,0,0,0,0,0,0,0,2.75,0.55,0,0,0,2.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,14.29,0,2.75,8.79,1.65,1.1,0.55,7.69,1.65,4.95,0,0,0,0,0,0,4.4,0,2.2,0,0,2.2,0,0
All Get Out,Movement,All My Friends Are Dead,263,16.02,14.61,92.96,25.12,131.5,10.65,92.4,70.72,53.99,21.29,17.87,13.69,1.52,1.14,0.38,1.14,3.42,15.59,5.32,0,10.65,12.93,6.08,3.8,1.52,23.95,5.32,4.18,10.65,4.56,3.04,2.66,10.65,3.8,6.84,1.52,1.52,2.28,0.76,0,1.52,0,4.94,2.66,2.28,0.76,0.38,0,0,0,0,0,13.69,5.7,0,0,1.9,0.38,1.52,8.75,2.28,1.14,0.76,0.76,0,0,0,0,6.08,0.38,0.38,2.66,1.14,1.52,6.08,0.76,0.38,0,0,0,0.38,0,3.42,0,1.14,3.04,0,0.38,0,0.38,0,0.38,7.98,7.6,0,3.04,3.04,1.14,0,0.38,6.08,7.6,7.22,1.52,1.14,0.76,0,0.38,0,11.79,1.14,1.9,0,0,7.98,0.76,0
All Get Out,Movement,Balance,181,12.88,30.82,99,35.94,181,8.29,93.92,77.35,51.93,19.34,15.47,8.29,0,7.18,0,0,3.87,11.05,3.87,0,8.84,9.94,5.52,2.76,6.63,28.18,4.42,4.42,4.97,0.55,0,4.42,13.26,1.1,12.15,3.87,1.66,2.76,1.1,0,3.31,0,9.39,4.97,3.87,4.42,1.66,2.76,0,0,0,0.55,11.6,2.21,0,0,0,0,0,9.94,0,0.55,0,0,0,0,0,0,3.31,0,2.21,0,0,1.1,2.76,0,0,0,0,0,0,0.55,0,0.55,2.76,0.55,0.55,0,0,0,0,0,16.57,16.02,0.55,6.08,9.94,0.55,0.55,2.21,3.87,0.55,11.05,0.55,0,0,0,0,0,15.47,0,5.52,0,0,9.94,0,0
All Get Out,Movement,Movement,341,11.71,8.77,99,11.31,341,10.26,95.01,76.54,61.88,25.22,15.54,9.68,0.29,4.99,0,0.59,9.68,14.37,4.99,0.29,11.73,11.14,4.11,2.64,5.87,21.99,3.81,4.11,3.23,0.88,0.88,1.47,19.65,4.99,14.66,5.87,2.35,2.05,0.59,0.29,3.81,0.29,3.52,1.17,2.05,2.64,0.59,2.05,0.59,0.59,0.59,0.29,11.44,4.4,0.29,0,0,0.59,2.64,7.04,0,0,0,1.17,0,0,0,0,1.17,0,0,0.29,0.29,0.59,4.99,0.88,0,0,0,0,0.29,0,0.29,0,0.29,0.59,0,0,0,0.29,0,0,12.32,12.02,0,4.4,6.45,1.47,0,0.59,3.23,9.38,3.52,0.88,0.59,0,0,0.59,0,10.56,0,4.4,0,0,6.16,0,0
All Get Out,Movement,Orchestra,270,58.56,98.55,90,72.45,270,13.33,91.11,72.96,53.7,18.52,13.7,2.96,6.67,3.33,0,0.74,4.81,14.81,8.15,0,15.19,9.26,5.56,3.33,0.37,21.11,8.15,3.7,11.48,10,1.48,0,12.96,2.96,10,1.48,1.11,1.11,0.74,1.11,4.44,0,4.81,4.07,0.74,1.11,1.11,0,0,0,0,0,18.89,4.81,0.37,0,0,0,1.11,14.07,2.96,0,0,1.11,0,0,0,0,3.33,1.11,0.37,0.74,0.37,0.74,7.41,2.22,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,8.15,13.33,1.48,2.59,9.63,1.48,0,0,5.19,5.19,4.81,4.44,0.37,0,0.37,0,0,11.11,0,4.81,0,0,6.3,0,0
All Get Out,Movement,Sans,223,35.32,50.75,96.05,15.24,223,11.21,94.62,73.99,53.81,19.73,14.8,7.62,0.45,5.83,0.45,0.45,4.93,13.9,6.28,0,13,9.42,4.93,3.59,3.14,22.87,8.97,3.14,3.14,1.79,0,1.35,12.11,3.14,8.97,3.14,0.45,0.9,2.24,0.45,3.59,0,8.52,4.04,4.48,4.48,2.24,2.24,0,0.45,0.9,0,20.63,10.31,1.79,0,0.9,1.35,3.59,9.87,0.9,0,1.35,0.9,0,0,0,0,3.14,0.45,0.45,0,0.9,1.35,4.04,0.45,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.45,1.79,9.87,12.11,0.9,3.14,7.17,1.79,0.45,0,4.48,0.9,9.87,1.35,0.45,0,0.45,0,0,17.04,0,9.42,0,0,7.62,0,0
All Get Out,No Bouquet,Archives,298,5.28,74.49,99,16.41,298,9.06,91.61,83.89,65.44,24.83,21.48,10.4,0.34,8.05,0,2.68,3.36,14.09,5.03,1.01,10.4,12.08,9.73,5.03,1.68,24.5,8.72,4.7,2.01,0.34,1.01,0.67,14.09,3.02,11.07,5.03,0.34,2.68,3.36,0,2.01,0,5.03,2.35,2.68,3.02,1.01,2.01,1.34,0,0,0,14.09,1.68,0,0,0,0,0.67,11.74,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0.34,2.01,1.01,0.34,0,0,0,0,0.34,0.67,0,0,0,0.67,0.34,0,0,0,1.68,11.41,13.76,1.01,2.68,9.73,1.01,0,1.34,5.03,2.68,8.72,1.01,0,0,0,0,0,7.38,0,0.34,0,0,7.05,0,0
All Get Out,No Bouquet,First Contact,235,29.06,16.94,91.07,4.04,235,8.09,91.49,83.83,64.68,14.47,11.91,8.09,0.85,2.98,0,0,2.55,17.02,8.09,0.43,11.49,13.19,6.38,5.96,3.4,24.26,5.96,6.81,1.28,0.85,0,0.43,21.7,5.11,16.6,2.13,0.43,7.23,3.83,2.13,1.28,0.85,5.53,1.7,3.83,3.83,0.43,3.4,0,2.13,0.43,0,4.68,0.43,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,1.28,0,1.28,0,0,0,1.7,0,0,0,0,0,0,0.43,0,0,2.13,0,0.85,0.43,0,0,0,0,7.66,13.19,0,3.4,8.51,0.43,0,0.85,9.36,2.55,8.94,0,0.43,0,0.43,0,0,4.68,0,0,0,0,4.68,0,0
All Get Out,No Bouquet,God Damn,249,1,35.46,96.48,70.72,124.5,11.24,93.17,82.73,65.06,28.11,20.88,10.84,0.4,9.64,0,0,7.23,11.65,3.21,0,7.63,12.05,8.43,8.03,4.82,26.1,5.22,2.41,3.61,1.61,0.8,1.2,17.67,3.21,14.46,4.02,0.4,4.02,4.42,0,5.22,0,6.02,4.42,1.2,2.81,2.41,0.4,0,0,0,0.4,17.27,6.83,0,0,0,0,3.61,10.44,0,0,0,0,0,0,0,0,1.2,0.4,0,0,0,0.8,1.61,0.4,0,0,0,0,0,0,0,2.01,1.61,0,0.4,0.4,0,0,0.4,0,11.65,11.65,1.2,1.2,6.43,1.61,0,2.01,4.42,4.42,10.04,4.42,0.8,0.4,0.4,0,0,6.83,0,0.4,0.4,0,6.02,0,0
All Get Out,No Bouquet,However Long,214,1.27,54.01,99,7.58,214,10.28,92.99,80.37,65.89,30.37,25.7,14.02,0,11.68,0,0,4.67,11.21,5.61,0,9.81,16.36,7.94,4.67,2.34,24.77,7.48,2.8,0.47,0,0.47,0,16.82,3.27,13.55,2.34,0.93,3.27,0.93,2.34,4.67,0.93,1.4,0,1.4,0.93,0,0.93,0,0,0.47,0,16.82,1.4,0,0,0,0,1.4,11.68,0,0,0,0,0,0,0,0,0.93,0,0.93,0,0,0,1.4,0,0,0,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0,0,9.35,12.62,0.47,1.4,6.54,0.47,2.8,0.47,7.48,3.27,11.21,3.27,3.27,3.27,0,0,0,7.01,0,0,0,0,6.54,0.47,0
All Get Out,No Bouquet,Namesake,326,3.69,40.06,99,13.64,163,8.28,93.56,81.6,62.88,23.01,18.4,10.12,1.23,6.75,0,0.31,4.6,11.66,5.83,0,10.43,13.8,8.9,6.44,4.29,26.99,7.06,3.07,1.23,1.23,0,0,21.17,3.68,17.48,5.21,3.37,5.52,3.99,0,2.76,0,1.84,0.61,1.23,1.53,0.61,0.92,0,0,0,0,11.96,1.84,0.31,0,0,0,0.92,9.2,0.31,0,0,0,0,0,0,0,3.37,0,2.76,0.31,0.61,0,3.99,1.23,0,0,0,0,0,0,0.61,0,1.84,0,0,0.31,0.92,0,0,0,7.67,13.19,0,3.68,7.36,0,0.92,2.45,7.36,3.37,7.67,1.53,0,0,0,0,0,12.58,0,1.53,0.31,0,10.74,0,0
All Get Out,No Bouquet,Rose,266,4.13,99,72.58,30.46,266,7.52,95.86,82.33,61.65,23.68,16.54,1.5,1.13,11.28,0,1.88,7.14,11.65,5.64,0.38,11.65,12.03,9.77,6.77,4.51,23.68,9.02,5.26,4.89,2.26,1.5,1.13,17.29,9.02,8.27,0.75,0.75,1.13,3.01,0.38,3.01,0,9.77,4.14,3.38,4.14,0,1.88,0.75,0,0.75,0,23.68,5.26,1.88,0,0,2.26,1.13,18.8,0,0,0.75,0,0,0,0,0,1.88,0,1.88,0,0,0,1.5,0.38,0.38,0,0,0,0,0,0,0.75,0.38,2.26,0,0,0,0,0.38,0,11.28,11.65,0,2.26,8.65,1.5,0,0.38,6.39,4.14,9.02,3.01,0.75,0.75,0,0,0,13.16,0,4.14,0,0,8.27,0.75,0
All Get Out,No Bouquet,Self Repair,298,1,96.92,68.69,13.1,149,7.05,95.97,89.93,65.77,29.53,20.13,3.69,1.34,14.09,0,1.01,9.4,6.38,2.35,1.01,9.4,23.49,4.03,6.04,9.4,35.91,11.41,3.69,1.34,1.34,0,0,18.12,3.36,14.43,6.04,0.67,1.01,1.68,0,5.37,0,4.7,2.01,2.68,2.01,0.34,1.68,0,0.34,1.01,0,21.48,5.03,0.67,0,0.34,0.34,3.02,17.11,0,0,0,0,0,0,0,0,0.34,0,0.34,0,0,0,1.01,0.67,0.34,0,0,0,0,0,0,0,0.67,1.68,0,0,0.34,0,1.01,0,13.09,6.71,0.34,2.35,1.34,1.34,0,1.68,3.02,7.72,15.77,0.34,4.03,0.34,3.69,0,0,22.15,0,3.69,0.34,0,17.79,0.34,0
All Get Out,No Bouquet,Survive,318,1,1.14,99,16.64,63.6,10.06,94.97,79.25,63.21,31.13,23.27,17.3,0.94,5.03,0,0,7.86,12.26,2.52,0.94,8.81,18.24,10.06,3.77,4.09,24.53,14.78,5.97,1.57,1.26,0.31,0,18.55,3.77,14.78,1.26,2.52,1.57,5.35,0.63,4.4,0,3.46,1.57,1.89,1.26,0.31,0.94,0,0,0,0,8.81,2.52,0,0,0,0.31,1.57,6.29,0,0,0,0,0,0,0,0,2.2,0.63,0.94,0.63,0,0.31,8.81,0.94,0.63,0,0,0,0,0,4.72,0,0,0.63,0,0.31,0.31,0,0,0,14.15,8.81,0,0.94,5.66,1.26,0.63,0.31,4.4,2.83,15.41,0,0,0,0,0,0,16.35,0,0,1.26,0,14.78,0.31,0
All Get Out,No Bouquet,Trip,185,2.18,16.25,99,44.53,37,7.03,98.38,85.95,74.05,30.81,22.16,14.59,0,6.49,0,0,8.65,13.51,3.24,0,14.05,15.14,9.19,3.78,1.62,24.86,5.41,3.24,0,0,0,0,25.41,3.24,21.08,3.78,0.54,2.7,5.95,2.7,7.57,0,2.16,1.62,0,1.08,1.08,0,0,0,0,0.54,16.76,3.78,0,0,0,0,2.7,12.97,0,0,0,0.54,0,0,0,0,0.54,0,0,0.54,0,0,2.7,0,0,0,0,0,0,0,0.54,0.54,0,0.54,0,0,0,0,0,0,8.11,17.84,1.08,0.54,15.14,2.16,0,0,2.16,3.78,13.51,1.08,0,0,0,0,0,8.65,0,0,2.16,0,6.49,0,0
All Get Out,No Bouquet,Value,344,10.86,65.75,98.72,11.37,344,13.37,90.12,75,60.17,21.8,14.53,5.52,0.87,6.98,0.29,0.87,7.27,11.63,7.56,0,10.17,10.17,10.17,4.36,4.07,19.77,3.78,3.2,4.65,1.45,2.03,1.16,16.86,2.33,14.53,3.78,1.16,4.07,2.33,0,5.23,0,5.52,2.33,3.2,1.45,0,1.45,0,0,0.87,0,14.83,2.91,0.29,0,0.58,0.29,0.58,11.34,0,0,0,1.16,0.29,0.29,0,0,0.58,0,0.29,0.29,0,0,0.87,0,0,0,0,0,0,0,0.58,0.29,0,1.16,0,0,0,0,0.29,0,6.98,11.92,1.16,1.74,9.01,1.74,0,0.58,9.59,2.03,9.3,0.29,0,0,0,0,0,11.63,0,2.03,0,0,6.98,2.62,0
All Get Out,Nobody Likes A Quitter,ATX,598,1,1,99,14.71,199.33,4.85,97.49,91.3,71.91,26.25,21.74,14.55,2.17,4.85,0,0.17,4.52,8.36,2.34,0.33,10.7,23.41,4.18,2.01,13.04,41.81,1.84,4.52,3.18,2.34,0.67,0.17,30.1,8.03,22.07,13.21,1.17,5.35,0.84,0.33,1.51,0,1.17,0.33,0.84,0.67,0.33,0.33,0.17,0,0.17,0,9.36,1,0,0,0,0.17,0.33,7.53,0,0.17,0,0,0,0,0,0,1.17,0,1,0,0.17,0,0.5,0.17,0,0,0,0.17,0,0,0,0,0.5,0.17,0,0,0,0,0,0.17,22.91,8.36,0,2.01,7.02,0.17,0,0.84,2.01,2.17,18.56,0.33,0,0,0,0,0,32.61,0,8.7,0.33,0,13.88,9.7,0
All Get Out,Nobody Likes A Quitter,Chasing Skirt,296,8.75,3.79,98.42,29.32,296,5.07,97.64,83.45,65.88,24.66,19.93,11.82,0.68,7.43,0,0,4.73,13.51,6.42,0.34,11.82,11.49,5.07,3.38,8.11,25,4.05,5.41,1.01,0.68,0,0.34,24.66,1.69,22.97,2.03,4.39,5.07,3.72,1.69,9.46,0.34,2.7,1.69,1.01,0.68,0.68,0,0,0,0,0,13.85,2.7,0,0,0.34,0,0.34,11.15,0,0,0,2.03,0,0,0,0,0.68,0,0,0.34,0,0.34,2.36,0,0,0,0,0,0,0,0.68,0,3.04,0.34,0,0.34,0,0,0,0,7.77,11.82,0,3.04,7.09,1.01,0,1.01,1.69,5.74,8.78,0,0,0,0,0,0,19.59,0,3.04,0,0,9.8,6.76,0
All Get Out,Nobody Likes A Quitter,Empty Nest,291,29.37,28.7,94.23,1,291,12.03,91.41,74.91,50.17,16.84,9.97,4.12,0,5.84,0,0,6.87,20.96,4.81,0,9.28,9.62,1.37,6.19,3.78,24.4,11.34,10.31,1.72,0,1.72,0,20.62,7.9,12.71,3.78,2.75,0.69,0,0,5.84,0,6.19,0,5.84,1.72,0,1.72,0.34,1.37,0,0.34,8.25,2.06,0,0,0,0.34,1.37,6.19,0,0,0,0,0,0,0,0,2.75,0,0,1.37,0,1.37,4.81,0,0,0,0,0,0,1.37,0,0,0,1.37,2.06,0.69,0,0,0.34,0,7.22,11.68,0,2.75,4.47,2.41,0,0.69,6.53,4.81,9.62,2.06,0.34,0,0.34,0,0,11,0,1.72,0,0,6.53,2.75,0
All Get Out,Nobody Likes A Quitter,Get My Cut,360,3.96,9.74,89.39,50.02,180,2.5,96.67,85.56,63.33,27.5,18.61,11.94,0,6.39,0,0.28,8.89,14.44,2.5,0.28,11.11,8.06,6.94,5,5.83,23.06,3.06,4.17,2.22,0,2.22,0,21.94,7.78,14.17,4.44,1.94,1.94,2.22,2.5,4.17,0,3.89,2.5,0.56,1.94,1.67,0.28,0,0,0,0.83,12.22,2.78,0.28,0,0,0,1.39,9.44,0,0,0,2.22,0,0,0,0,1.39,0,0,0.28,0,1.11,3.33,0.28,0,0,0,0,0,0.28,0.83,0.28,0,6.11,0.28,0,0.28,0,0,0,11.67,6.11,0.28,1.67,2.78,0.56,0.28,0.56,1.94,1.11,6.94,2.22,4.44,0,0,4.44,0,9.44,0,2.5,0.28,0,6.67,0,0
All Get Out,Nobody Likes A Quitter,Home,258,9.18,1.12,99,30.82,16.13,9.69,92.25,79.84,62.4,25.19,15.89,13.95,0,1.94,0,0,9.3,11.63,5.04,1.55,10.85,12.02,8.14,2.33,2.33,25.19,3.49,3.88,1.94,0,1.16,1.16,19.38,3.49,15.89,7.36,1.94,3.88,0.78,0.78,1.55,0,3.88,2.33,1.55,0.78,0.39,0.39,0.39,0,0,0,4.65,2.33,0,0,0,0.78,1.16,2.33,0,0,0,0,0.39,0.39,0,0,1.16,0,0.39,0.78,0,0,2.33,0,0,0,0,0,0,0.39,0,1.55,0.78,0,0.39,0,0,0,0,0,14.34,10.08,1.16,1.94,5.43,1.94,0.78,0.78,4.65,1.94,6.59,1.55,1.55,0.39,0.39,0.78,0,14.34,0,1.55,5.81,0,3.88,3.1,0
All Get Out,Nobody Likes A Quitter,Now You Got It,631,35.24,39.14,79.51,1,57.36,11.89,91.44,67.83,50.87,16.8,11.73,5.07,1.9,3.49,0.32,0.95,5.07,11.89,5.86,0.16,12.04,10.62,4.28,3.8,3.96,19.33,6.66,2.85,3.33,2.06,0.79,0.63,10.46,1.58,8.87,1.9,1.11,2.22,1.27,0.32,2.85,0,8.56,2.06,6.34,3.33,0.95,2.38,0.95,0.63,0,0.79,11.09,3.65,0.32,0,0.63,0.48,1.58,7.13,0,0,0,0.48,0,0,0,0,2.38,0.32,0.32,0.32,0,1.58,2.54,0.48,0.16,0,0,0,0,0.16,0.48,0.32,0.32,1.11,0,0,0.16,0,0.32,0,7.61,15.53,0.32,2.22,10.78,0.95,0.32,1.9,2.38,3.49,7.61,1.58,12.04,0.95,0.16,0.63,10.46,36.45,0,13.47,1.58,0,6.97,14.42,0
All Get Out,Nobody Likes A Quitter,Room To Talk,277,13.6,3.82,99,24.85,23.08,8.66,94.95,85.92,64.62,25.27,15.88,12.27,0.72,2.53,0,0.36,9.39,11.19,5.05,0,13,13.36,3.97,3.97,2.53,28.88,4.69,5.05,3.25,1.44,1.08,0.72,20.58,5.05,15.16,7.94,1.08,1.81,1.81,0,3.25,0,3.97,2.17,1.81,1.08,0,1.08,0.72,0.36,0,0,6.86,2.17,0,0,0.36,0.36,0.36,4.69,0,0,0,0,0,0,0,0,3.61,0,0.36,0,2.53,0.72,1.08,0.36,0,0,0,0,0,0,0,0.72,0,2.17,0,0.72,0,0.36,0,1.08,12.64,10.83,0.36,1.44,7.58,1.08,0,1.08,3.25,4.69,6.5,0.72,0.36,0,0.36,0,0,11.19,0,2.53,4.33,0,3.97,0.36,0
All Get Out,Nobody Likes A Quitter,Sideways,285,1,7.13,98.02,16.25,142.5,8.07,96.49,79.65,64.56,31.23,22.11,13.68,0.7,7.37,0,0.35,9.12,14.74,4.91,4.91,5.96,15.79,5.26,3.51,8.42,29.12,2.11,5.96,2.11,1.4,0.7,0,18.6,3.16,15.44,5.26,1.4,3.86,2.46,0.7,3.86,0.35,5.26,2.46,2.81,2.81,1.4,1.05,1.05,0,0,0,16.14,4.56,0.35,0,0.35,1.05,2.46,9.82,0,0.35,0,0,0.7,0,0,0.7,1.75,0.35,0.7,0,0.7,0,4.91,0,0,0,0,0,0,0.7,0,1.4,0.35,1.75,0,0,0,0,0.35,0,11.23,11.93,0,1.05,7.72,2.46,0,0.35,1.75,1.75,14.04,2.11,0,0,0,0,0,28.07,0,11.58,0.35,0,14.04,2.11,0
All Get Out,Nobody Likes A Quitter,Wait List,173,1,85.42,78.91,5.75,173,13.29,93.64,83.24,65.9,27.17,20.81,8.67,0,12.14,0,0,6.36,10.4,4.05,0,8.67,10.4,14.45,3.47,4.62,26.59,1.16,4.05,0,0,0,0,17.34,7.51,9.83,2.89,0,4.05,2.31,0,2.89,0,4.05,1.16,2.89,2.89,0.58,2.31,0,0,1.73,0,17.92,5.2,1.16,0.58,0,0.58,1.73,12.72,0,0,0,0.58,0,0,0,0,2.31,0,0,0,0,2.31,2.31,1.16,0.58,0,0,0.58,0,0.58,0.58,1.16,1.16,1.16,1.73,0,0,0,0.58,0,17.34,6.36,0,1.16,3.47,0.58,0.58,1.16,7.51,5.78,8.67,2.89,0.58,0.58,0,0,0,10.4,0,2.89,0,0,7.51,0,0
All Get Out,Nobody Likes A Quitter,Whatever,150,1,99,13.33,39.67,150,12.67,96.67,86.67,66,40.67,24.67,9.33,0,15.33,0,0,16,12.67,2.67,0,6,6.67,8,4.67,3.33,24,4,2.67,4,0.67,3.33,0,21.33,3.33,18,2,2,10,0.67,1.33,2,0,4,2.67,1.33,0.67,0.67,0,0,0,0,0,18.67,2,0,0,0,0.67,1.33,16.67,0,0.67,0,0,0,0,0,0,2,0,0.67,0.67,0,0.67,0,0,0,0,0,0,0,0,0,4,6,1.33,0.67,0,0,0.67,0,0,12,4.67,0.67,0.67,3.33,0.67,0,0,4.67,6.67,5.33,2,0.67,0,0.67,0,0,12,0,5.33,0,0,5.33,1.33,0
All Get Out,The Season,Church Doors and Skeptics,136,72.12,94.84,91.64,99,68,5.88,91.18,71.32,51.47,25,19.85,9.56,4.41,5.88,0,0,5.15,14.71,8.82,1.47,12.5,1.47,0.74,2.94,0,12.5,7.35,3.68,5.15,5.15,0,0,22.79,0,22.79,14.71,0,6.62,7.35,0,0,0,10.29,10.29,0,7.35,7.35,0,0,0,0,0,14.71,2.94,0,0,0,1.47,0.74,11.76,0.74,0,0,0.74,0,0,0,0,2.94,0,0.74,1.47,0,0.74,3.68,0.74,0.74,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,1.47,6.62,0,0,4.41,0,0,2.21,3.68,1.47,1.47,7.35,0,0,0,0,0,8.09,0,3.68,0.74,0,1.47,2.21,0
